population size	300
num generation	300
F	1
CR	0.5
N	20
 
final param	421.4760904332947	421.4880300080995	421.7386107129114	420.98316781692705	420.5849718188944	421.2886721695276	421.8788213623639	419.9952806393585	421.8974372732989	420.86942055755753	421.4300728083249	421.96978018750656	421.57636429469454	420.8492599686706	420.66578253171855	420.55009568240126	420.5507899832605	421.0173199138323	421.47453318332	420.176265665351
final score	0.876560408872
